ID	length	GC_num	IC_num	goodC_num	IC%	MD	TPR/FPRsum_min	TPR/FPRsum1	TPR/FPRsum2	TPR/FPRsum3	TPR/FPRsum4	TPR/FPRsum5	TPR/FPRsum6	TPR/FPRsum7	TPR/FPRsum8	TPR/FPRsum9	TPR/FPRsum_max	TPR_min	TPR_1	TPR_2	TPR_3	TPR_4	TPR_5	TPR_6	TPR_7	TPR_8	TPR_9	TPR_max	FPR_min	FPR_1	FPR_2	FPR_3	FPR_4	FPR_5	FPR_6	FPR_7	FPR_8	FPR_9	FPR_max	f_MEC	f_OLS	f_OLS/MD^2	f_FMC	f_fastmeC	f_newC	f_newC/nonIC_num	f_tree_length	f_topo	f_jk30	f_jk50	f_jk70	U_MEC	U_OLS	U_OLS/MD^2	U_FMC	U_fastmeC	U_newC	U_newC/nonIC_num	U_tree_length	U_topo	U_jk30	U_jk50	U_jk70	f/U_MEC	f/U_OLS	f/U_FMC	f/U_fastmeC	f/U_newC	f/U_topo	f/U_jk30	f/U_jk50	f/U_jk70	division
Pf_106_PF01618_1	145	13	28	104	19.31	0.7585	0.0013	0.03	0.0635	0.09	0.1171	0.14	0.1685	0.2048	0.2569	0.338	0.6828	0.001	0.0214	0.0394	0.0523	0.0707	0.0873	0.1077	0.1333	0.1555	0.2063	0.4584	0	0.0079	0.0154	0.0241	0.0329	0.0433	0.0576	0.0728	0.0877	0.1077	0.2301	6.146	0.5495	0.9551	0.835	0.2929	71249	608.97	4.662	1080	580	691	787	5.999	0.8879	1.5433	1.57	0.2942	71201	608.56	4.552	1066	748	906	998	1.0245	0.6189	0.532	0.9956	1.0007	1.0131	0.7754	0.7627	0.7886	fitch
Pf_107_PF00953_1	250	65	38	147	15.2	0.8556	0.001	0.02	0.0444	0.07	0.0972	0.13	0.1638	0.1948	0.2342	0.3041	0.5921	0.0004	0.0102	0.0222	0.0355	0.0495	0.0649	0.0835	0.1017	0.1296	0.1675	0.5644	0	0.0079	0.015	0.0224	0.0289	0.0367	0.0471	0.0591	0.0724	0.0988	0.2882	5.5608	0.5449	0.7443	0.6067	0.2678	126609	597.21	4.758	1229	766	898	969	5.4978	1.1798	1.6116	1.26	0.2706	126518	596.78	4.703	1222	886	964	1009	1.0115	0.4619	0.4807	0.9897	1.0007	1.0057	0.8646	0.9315	0.9604	fitch
Pf_108_PF00162_1	402	36	79	287	19.65	0.7388	0.0002	0.02	0.0518	0.07	0.1015	0.13	0.1579	0.1945	0.2495	0.3247	0.5566	0.0001	0.0094	0.0179	0.0262	0.0386	0.0522	0.0704	0.0898	0.1152	0.1499	0.3177	0	0.0059	0.0119	0.018	0.0231	0.0298	0.0367	0.046	0.0586	0.0799	0.2059	5.4698	0.2789	0.5110	0.5426	0.263	240537	744.7	4.041	1243	969	1056	1124	5.537	0.6048	1.1080	1.26	0.2655	241226	746.83	4.09	1166	900	978	1015	0.9879	0.4611	0.4291	0.9906	0.9971	1.066	1.0767	1.0798	1.1074	UPGMA
Pf_110_PF02978_1	102	4	15	83	14.71	0.8178	0.0002	0.03	0.0457	0.08	0.1042	0.13	0.1687	0.2085	0.2539	0.3071	0.5391	0.0002	0.0141	0.033	0.0502	0.0705	0.0948	0.1192	0.1483	0.1873	0.2362	0.5796	0	0.0088	0.0187	0.0289	0.0393	0.0499	0.0619	0.0774	0.0982	0.1302	0.3341	5.789	0.9915	1.4825	1.2189	0.2813	63449	729.3	4.734	1150	568	762	858	5.81	1.6226	2.4261	2.5	0.2818	62986	723.98	4.751	1104	633	779	828	0.9964	0.6111	0.4872	0.9982	1.0074	1.0417	0.8973	0.9782	1.0362	fitch
Pf_111_PF07549_1	31	5	6	20	19.35	1.0235	0.0001	0.03	0.0573	0.09	0.1125	0.14	0.1815	0.2215	0.2628	0.3273	0.6696	0.0001	0.0322	0.0553	0.0862	0.1133	0.1512	0.1909	0.2473	0.2985	0.3946	0.8901	0	0.0134	0.0307	0.0451	0.0617	0.0797	0.0988	0.1183	0.147	0.1891	0.4487	4.6284	3.4187	3.2635	2.542	0.2247	24887	995.48	4.737	1166	452	671	872	4.8566	7.1163	6.7933	5.92	0.2254	25166	1006.64	4.97	1143	450	660	859	0.953	0.4804	0.4293	0.9969	0.9889	1.0201	1.0044	1.0167	1.0151	UPGMA
Pf_112_PF13603_1	218	36	33	149	15.14	0.7928	0.0001	0.03	0.0562	0.1	0.1224	0.15	0.2022	0.2412	0.299	0.3855	0.7244	0	0.0157	0.034	0.0556	0.0757	0.0948	0.1209	0.1528	0.192	0.265	0.4583	0	0.0074	0.0163	0.0243	0.0326	0.0432	0.0565	0.0693	0.0882	0.1168	0.2849	6.2146	0.7336	1.1672	1.0003	0.2992	95760	517.62	4.927	1040	514	742	884	6.1628	1.5831	2.5187	2.05	0.3035	96688	522.64	4.886	984	582	857	1010	1.0084	0.4634	0.4889	0.9858	0.9904	1.0569	0.8832	0.8658	0.8752	fitch
Pf_113_PF00712_1	123	6	5	112	4.07	1.073	0.001	0.02	0.0481	0.07	0.1013	0.14	0.1706	0.2202	0.2601	0.3215	1.399	0.0007	0.0133	0.0267	0.037	0.0536	0.0678	0.088	0.105	0.1378	0.1847	0.3475	0	0.007	0.014	0.0213	0.0291	0.0398	0.0497	0.0616	0.0759	0.1042	0.1969	5.4894	1.0498	0.9118	0.5887	0.2638	91886	778.69	5.89	1230	839	975	1052	5.4894	1.7182	1.4924	1.28	0.2621	92237	781.67	5.891	1173	940	1036	1091	1	0.6110	0.461	1.0065	0.9962	1.0486	0.8926	0.9411	0.9643	fitch
Pf_114_PF00701_1	293	9	43	241	14.68	0.8497	0.0004	0.02	0.0475	0.08	0.0955	0.13	0.1626	0.1981	0.2505	0.297	0.59	0.0001	0.0101	0.0222	0.0329	0.0442	0.0609	0.0797	0.1	0.1209	0.1516	0.3311	0	0.0067	0.013	0.0194	0.0267	0.0347	0.0437	0.056	0.0679	0.09	0.1967	6.0256	0.4243	0.5877	0.5191	0.2896	174527	698.11	5.12	1216	727	901	1029	6.0256	0.878	1.2161	1.09	0.2907	174185	696.74	5.12	1205	761	896	1005	1	0.4833	0.4753	0.9962	1.002	1.0091	0.9553	1.0056	1.0239	UPGMA
Pf_119_PF04055_2	181	7	46	128	25.41	0.5723	0	0.03	0.0678	0.09	0.1284	0.17	0.2118	0.2473	0.3071	0.4223	0.8342	0	0.0139	0.031	0.0465	0.0657	0.0814	0.0986	0.1212	0.1522	0.1965	0.4192	0	0.0064	0.0124	0.0179	0.0252	0.0336	0.0431	0.0545	0.0685	0.0885	0.1943	5.3046	0.2394	0.7309	0.5816	0.2551	100642	745.5	3.036	1210	819	951	1054	5.3984	0.7152	2.1836	2.05	0.2542	100319	743.1	3.089	1196	759	925	1016	0.9826	0.3347	0.2841	1.0035	1.0032	1.0117	1.0791	1.0281	1.0374	fitch
Pf_120_PF00252_1	130	1	39	90	30	0.4612	0.0003	0.03	0.0535	0.08	0.1174	0.15	0.1932	0.2355	0.2756	0.3233	0.6452	0.0002	0.0175	0.0319	0.0522	0.0762	0.0985	0.1206	0.1453	0.1823	0.2358	0.4083	0.0001	0.0073	0.0167	0.0258	0.0355	0.0461	0.0596	0.0751	0.0932	0.1234	0.2869	5.4292	0.2637	1.2397	0.9888	0.2606	63573	698.6	2.504	1161	655	826	959	5.3592	0.577	2.7127	2.44	0.2605	63468	697.45	2.472	1160	704	869	958	1.0131	0.4570	0.405	1.0004	1.0017	1.0009	0.9304	0.9505	1.001	UPGMA
Pf_122_PF05000_1	101	20	34	47	33.66	0.4363	0.0004	0.02	0.0579	0.08	0.1093	0.14	0.1682	0.202	0.2586	0.3338	0.7267	0.0002	0.0155	0.0354	0.053	0.0728	0.0896	0.1166	0.1528	0.1839	0.2504	0.4877	0.0001	0.0086	0.0163	0.0264	0.0374	0.0509	0.0623	0.0765	0.0951	0.1253	0.3149	5.3928	0.2541	1.3349	1.14	0.2594	48596	725.31	2.353	1088	512	646	787	5.4264	0.5276	2.7716	2.61	0.2638	48154	718.72	2.368	1003	504	710	880	0.9938	0.4816	0.4363	0.9833	1.0092	1.0847	1.0159	0.9099	0.8943	UPGMA
Pf_125_PF01464_1	139	44	15	80	10.79	1.2094	0.0006	0.02	0.0486	0.08	0.1045	0.14	0.1636	0.2003	0.2696	0.3388	0.7398	0.0005	0.0155	0.0346	0.0562	0.0748	0.0969	0.1254	0.1576	0.2037	0.2541	0.7421	0.0001	0.0118	0.0204	0.0307	0.0413	0.0526	0.0662	0.0829	0.103	0.13	0.2727	5.88	2.0437	1.3973	1.1879	0.2838	65073	524.78	7.111	1150	581	728	817	5.9416	5.3997	3.6917	3.39	0.2835	66175	533.67	7.186	1122	581	688	807	0.9896	0.3785	0.3501	1.0011	0.9833	1.025	1	1.0581	1.0124	UPGMA
Pf_126_PF00347_2	72	0	9	63	12.5	1.0607	0.002	0.03	0.0526	0.08	0.1147	0.15	0.1836	0.2118	0.2531	0.3288	0.7999	0.0018	0.0251	0.0518	0.0762	0.1058	0.1334	0.1666	0.2154	0.2746	0.3491	0.7499	0	0.0109	0.0235	0.0391	0.0525	0.0694	0.0899	0.1109	0.1381	0.1821	0.4257	5.5748	3.4416	3.0590	2.5638	0.2731	50904	808	5.913	1047	532	693	865	5.656	5.6573	5.0283	4.49	0.275	49718	789.17	5.999	948	542	739	895	0.9856	0.6083	0.5716	0.9931	1.0239	1.1044	0.9815	0.9378	0.9665	UPGMA
Pf_133_PF01618_1	145	14	21	110	14.48	0.9734	0.0006	0.02	0.0461	0.08	0.1096	0.13	0.1608	0.195	0.2509	0.3224	0.8507	0.0003	0.0137	0.0248	0.0397	0.0553	0.0742	0.0966	0.1176	0.1507	0.1913	0.3812	0	0.0073	0.0146	0.0231	0.0329	0.0422	0.0515	0.0637	0.0781	0.1021	0.2082	6.0158	0.9778	1.0320	0.6738	0.2871	84711	683.15	5.856	1164	666	799	934	5.9206	1.3254	1.3988	1.59	0.2902	84191	678.96	5.763	1117	846	964	1027	1.0161	0.7377	0.4246	0.9893	1.0062	1.0421	0.7872	0.8288	0.9094	fitch
Pf_138_PF01138_1	133	5	34	94	25.56	0.4613	0.0009	0.03	0.0669	0.09	0.1228	0.15	0.1963	0.2311	0.2904	0.3814	0.6916	0.0007	0.0217	0.0383	0.0552	0.0739	0.0943	0.1179	0.1479	0.1914	0.2534	0.5551	0	0.0069	0.0157	0.0246	0.0349	0.0441	0.0565	0.0705	0.0914	0.121	0.2455	5.9612	0.2761	1.2975	1.0741	0.2853	55926	564.91	2.75	1012	570	695	819	6.0004	0.5293	2.4873	2.69	0.2869	56275	568.43	2.768	965	558	723	880	0.9935	0.5216	0.3994	0.9944	0.9938	1.0487	1.0215	0.9613	0.9307	UPGMA
Pf_139_PF00035_1	68	5	11	52	16.18	1.1622	0.0007	0.03	0.0591	0.08	0.1111	0.14	0.1665	0.2127	0.2722	0.3472	0.762	0.0004	0.0222	0.043	0.0635	0.0843	0.1095	0.1417	0.1723	0.2241	0.3303	0.6927	0.0002	0.0106	0.0231	0.0336	0.0457	0.0571	0.0715	0.0902	0.1125	0.1468	0.3621	5.4096	2.2029	1.6309	1.4273	0.26	47745	837.63	6.287	1178	589	811	937	5.4656	6.0952	4.5126	4.7	0.2597	47446	832.39	6.353	1139	582	758	875	0.9898	0.3614	0.3038	1.0012	1.0063	1.0342	1.012	1.0699	1.0709	UPGMA
Pf_147_PF01103_1	490	200	19	271	3.88	1.6835	0.0001	0.03	0.0619	0.09	0.1259	0.15	0.1877	0.2321	0.2836	0.3455	1.0238	0	0.0125	0.025	0.0356	0.0472	0.063	0.0786	0.0965	0.1199	0.162	0.2795	0.0001	0.005	0.0103	0.0151	0.0212	0.0278	0.0368	0.0471	0.0587	0.0773	0.1725	5.782	1.3748	0.4851	0.4571	0.2759	234637	498.17	9.734	1207	903	1006	1093	5.852	3.7184	1.3120	1.23	0.2794	233413	495.57	9.852	1108	809	915	980	0.988	0.3697	0.373	0.9875	1.0052	1.0894	1.1162	1.0995	1.1153	fitch
Pf_154_PF00155_1	380	44	23	313	6.05	1.3424	0.0005	0.03	0.0512	0.08	0.1197	0.15	0.1869	0.2613	0.456	0.8006	1.249	0.0001	0.0057	0.0132	0.0226	0.0308	0.0395	0.0614	0.088	0.1632	0.2242	0.4564	0	0.0039	0.0077	0.0115	0.0153	0.0195	0.0239	0.0303	0.039	0.0542	0.1625	4.3862	0.6328	0.3512	0.2939	0.2094	381255	1067.94	5.888	1266	912	980	1055	4.312	3.9274	2.1794	1.24	0.2121	379456	1062.9	5.788	1224	975	1072	1121	1.0172	0.1611	0.2365	0.9873	1.0047	1.0343	0.9354	0.9142	0.9411	fitch
Pf_156_PF01043_1	137	25	25	87	18.25	0.7927	0.0005	0.02	0.0501	0.08	0.1055	0.13	0.1696	0.1987	0.2423	0.2979	0.6461	0.0004	0.0154	0.0299	0.0505	0.0674	0.0876	0.1055	0.1275	0.1651	0.2136	0.4267	0	0.0092	0.0184	0.0268	0.0361	0.0462	0.0578	0.0724	0.0899	0.1207	0.2393	5.8296	0.776	1.2349	1.1674	0.2808	75105	670.58	4.621	1105	514	667	812	5.8394	1.2969	2.0639	2.22	0.2804	75296	672.29	4.628	1109	568	791	904	0.9983	0.5983	0.525	1.0014	0.9975	0.9964	0.9049	0.8432	0.8982	fitch
Pf_157_PF00834_1	206	8	49	149	23.79	0.5418	0.0009	0.03	0.0652	0.1	0.1379	0.18	0.232	0.284	0.3547	0.5877	2.4429	0.0006	0.0152	0.0341	0.0511	0.0722	0.0984	0.1215	0.154	0.2063	0.2834	0.5378	0	0.0067	0.0138	0.0205	0.0282	0.0369	0.0466	0.0586	0.075	0.0955	0.2086	5.7288	0.2069	0.7048	0.7078	0.2748	100049	637.25	3.104	1112	616	813	924	5.6448	1.2498	4.2576	3.03	0.2793	98265	625.89	3.058	1019	691	803	907	1.0149	0.1655	0.2339	0.9839	1.0182	1.0913	0.8915	1.0125	1.0187	fitch
Pf_158_PF00163_1	99	13	20	66	20.2	0.7201	0.0011	0.03	0.0737	0.12	0.1767	0.23	0.2974	0.3887	0.5114	0.7676	1.9004	0.0001	0.0138	0.0319	0.0556	0.0726	0.0997	0.1217	0.1561	0.2012	0.267	0.5284	0	0.0043	0.01	0.0149	0.0217	0.0278	0.0354	0.0451	0.0591	0.0806	0.2093	4.473	0.3623	0.6987	0.5499	0.2143	90442	1144.84	3.221	1237	603	777	907	4.3848	1.7808	3.4342	3.25	0.2166	90845	1149.94	3.157	1196	742	874	1056	1.0201	0.2034	0.1694	0.9894	0.9956	1.0343	0.8127	0.889	0.8589	fitch
Pf_161_PF02882_1	176	17	31	128	17.61	0.7095	0.0003	0.02	0.0487	0.08	0.1122	0.15	0.17	0.21	0.2502	0.3618	0.7254	0.0003	0.0118	0.0272	0.0427	0.0631	0.0882	0.1105	0.1311	0.181	0.2321	0.4595	0	0.0077	0.015	0.0244	0.0334	0.0445	0.0546	0.0671	0.0836	0.1089	0.2304	5.5958	0.5167	1.0264	0.8742	0.2679	100173	690.85	3.97	1230	725	879	976	5.5636	1.4048	2.7907	2.13	0.2702	100119	690.48	3.947	1220	807	964	1047	1.0058	0.3678	0.4103	0.9915	1.0005	1.0082	0.8984	0.9118	0.9322	fitch
Pf_162_PF10609_1	81	0	22	59	27.16	0.5625	0.0016	0.04	0.0739	0.1	0.1354	0.17	0.2124	0.2657	0.3337	0.426	1.38	0.001	0.0248	0.0533	0.0732	0.1018	0.1298	0.1664	0.2064	0.2612	0.3303	0.7287	0.0001	0.0103	0.0182	0.0287	0.04	0.0537	0.0664	0.0827	0.1023	0.1459	0.3733	5.6938	0.571	1.8046	1.7046	0.2746	41936	710.78	3.203	1093	479	675	861	5.684	1.4347	4.5344	4.1	0.2778	41634	705.66	3.198	1037	576	754	814	1.0017	0.3980	0.4157	0.9885	1.0073	1.054	0.8316	0.8952	1.0577	fitch
Pf_167_PF01765_1	180	17	27	136	15	0.6995	0.0004	0.02	0.0428	0.07	0.0942	0.13	0.1585	0.1891	0.2322	0.314	0.6425	0.0002	0.0098	0.0181	0.0308	0.0438	0.0655	0.0841	0.1016	0.1292	0.1643	0.4719	0	0.0057	0.0122	0.0202	0.0274	0.0367	0.0455	0.0558	0.07	0.0894	0.2295	5.5972	0.3508	0.7169	0.6739	0.2674	112534	735.52	3.915	1213	651	792	931	5.5286	0.6371	1.3021	1.32	0.269	112501	735.3	3.866	1212	728	888	1000	1.0124	0.5506	0.51	0.9941	1.0003	1.0008	0.8942	0.8919	0.931	fitch
Pf_169_PF00579_2	312	29	36	247	11.54	1.1185	0.0004	0.03	0.0537	0.08	0.0989	0.12	0.1642	0.2092	0.2818	0.3739	0.9712	0.0001	0.0084	0.0156	0.0229	0.0329	0.0436	0.0603	0.0768	0.1095	0.1403	0.317	0.0001	0.0038	0.0091	0.0138	0.0188	0.0238	0.0301	0.0385	0.0503	0.0663	0.1616	4.27	0.5967	0.4770	0.4041	0.2043	276254	1000.92	4.776	1086	725	859	977	4.2826	1.0326	0.8254	1.04	0.2085	275813	999.32	4.79	1019	827	969	1038	0.9971	0.5779	0.3899	0.9799	1.0016	1.0658	0.8767	0.8865	0.9412	fitch
Pf_173_PF01018_1	171	15	40	116	23.39	0.725	0.0009	0.02	0.0497	0.07	0.105	0.14	0.1682	0.2009	0.2379	0.2924	0.505	0.0004	0.0144	0.0253	0.0419	0.0596	0.0771	0.0935	0.1112	0.1398	0.1831	0.3526	0	0.0072	0.0146	0.0225	0.0301	0.0412	0.0512	0.0641	0.0817	0.1057	0.2129	5.3396	0.4861	0.9248	0.884	0.258	97956	747.76	3.871	1175	674	845	927	5.4222	0.7962	1.5148	1.64	0.2578	97866	747.07	3.931	1162	745	851	941	0.9848	0.6105	0.5375	1.0008	1.0009	1.0112	0.9047	0.9929	0.9851	UPGMA
Pf_174_PF02801_1	116	8	34	74	29.31	0.5618	0.0013	0.03	0.0744	0.11	0.1402	0.17	0.2169	0.2793	0.3565	0.4659	0.8849	0.0012	0.0237	0.0515	0.0756	0.0949	0.1126	0.1513	0.2002	0.234	0.2903	0.5285	0.0001	0.0082	0.0171	0.0278	0.0362	0.0485	0.0625	0.076	0.0952	0.1228	0.3288	5.6994	0.4248	1.3459	1.187	0.275	61207	746.43	3.202	1120	629	779	890	5.8044	1.2855	4.0729	4.27	0.2779	59123	721.01	3.261	1025	529	697	849	0.9819	0.3305	0.2779	0.9896	1.0352	1.0927	1.189	1.1176	1.0483	UPGMA
Pf_175_PF00571_4	63	7	10	46	15.87	0.7921	0.0001	0.02	0.0392	0.07	0.0921	0.12	0.1532	0.1873	0.2347	0.2885	0.6831	0.0001	0.0104	0.0235	0.0462	0.0634	0.083	0.1067	0.1339	0.1762	0.23	0.5442	0	0.0095	0.0193	0.0295	0.0393	0.0503	0.0641	0.0784	0.0999	0.1296	0.3402	4.8566	0.8661	1.3804	1.1873	0.2353	43996	830.11	3.847	1258	680	861	990	4.872	1.6512	2.6317	2.96	0.236	43817	826.74	3.859	1238	726	919	1000	0.9968	0.5245	0.4005	0.997	1.0041	1.0162	0.9366	0.9369	0.99	fitch
Pf_176_PF00542_1	69	2	21	46	30.43	0.4537	0.0005	0.02	0.0389	0.07	0.0921	0.12	0.1545	0.1843	0.2314	0.2966	0.4872	0.0005	0.0181	0.0394	0.0604	0.0865	0.1116	0.1493	0.1916	0.2538	0.3214	0.7587	0.0001	0.0118	0.0265	0.0389	0.053	0.0735	0.0893	0.1133	0.1426	0.1767	0.4349	5.8254	0.5418	2.6321	2.4608	0.2813	30721	640.02	2.643	999	431	632	782	5.9318	1.0296	5.0019	5.31	0.2846	30369	632.69	2.691	969	389	550	708	0.9821	0.5262	0.4633	0.9884	1.0116	1.031	1.108	1.1491	1.1045	fitch
Pf_179_PF02355_2	185	11	27	147	14.59	0.7488	0.0005	0.03	0.0525	0.09	0.1289	0.17	0.21	0.2594	0.3138	0.4268	0.856	0.0004	0.0166	0.03	0.0496	0.0741	0.0934	0.1206	0.1486	0.1864	0.2498	0.5065	0.0001	0.0081	0.0153	0.0244	0.0336	0.0425	0.0523	0.0639	0.0795	0.1017	0.2781	6.349	0.4296	0.7662	0.6676	0.3048	91689	580.31	4.754	1145	519	720	869	6.419	1.4467	2.5802	2.59	0.3054	91439	578.73	4.806	1110	464	664	834	0.9891	0.2970	0.2582	0.998	1.0027	1.0315	1.1185	1.0843	1.042	UPGMA
Pf_180_PF01103_1	463	176	13	274	2.81	1.6962	0.0015	0.03	0.0486	0.08	0.1011	0.13	0.1544	0.1831	0.2281	0.2893	0.608	0.0007	0.0124	0.0248	0.0386	0.0543	0.0728	0.0906	0.1098	0.1381	0.1862	0.4233	0.0001	0.0066	0.0141	0.0215	0.0293	0.0402	0.0511	0.0643	0.08	0.1056	0.223	5.8996	2.6421	0.9183	0.7622	0.2829	226972	504.38	10.007	1163	832	979	1107	5.9906	4.2086	1.4628	1.53	0.284	223003	495.56	10.162	1105	794	893	959	0.9848	0.6278	0.4988	0.9961	1.0178	1.0525	1.0479	1.0963	1.1543	fitch
Pf_184_PF11987_1	110	1	21	88	19.09	0.6245	0.0001	0.03	0.0655	0.1	0.1303	0.16	0.1931	0.233	0.2823	0.3452	0.9652	0	0.0164	0.0387	0.0566	0.076	0.0964	0.1196	0.1473	0.1879	0.2495	0.5091	0	0.0077	0.0158	0.0255	0.0341	0.0423	0.0559	0.0681	0.0883	0.1186	0.3343	5.3886	0.4216	1.0810	1.0367	0.2602	72418	813.69	3.365	1241	715	866	982	5.4474	1.1526	2.9554	2.61	0.2636	70842	795.98	3.401	1092	672	841	958	0.9892	0.3658	0.3967	0.9871	1.0222	1.1364	1.064	1.0297	1.0251	fitch
Pf_186_PF05697_1	153	9	11	133	7.19	1.3211	0.0007	0.03	0.0574	0.09	0.1208	0.15	0.1948	0.2336	0.2824	0.3744	0.8236	0.0004	0.0139	0.0333	0.0471	0.0699	0.0875	0.1074	0.1384	0.1795	0.241	0.5787	0	0.009	0.0164	0.0249	0.0336	0.042	0.053	0.0644	0.0788	0.1022	0.2256	5.166	1.4605	0.8368	0.7478	0.2481	126657	891.95	6.825	1264	817	947	1019	5.2332	4.3406	2.4870	2.18	0.2495	126666	892.01	6.913	1244	862	999	1097	0.9872	0.3365	0.3427	0.9944	0.9999	1.0161	0.9478	0.9479	0.9289	fitch
Pf_187_PF04983_1	197	57	25	115	12.69	0.7959	0.0009	0.03	0.0526	0.08	0.1068	0.14	0.1763	0.2072	0.2437	0.3147	0.6109	0.0005	0.0203	0.0342	0.0508	0.0718	0.0925	0.1133	0.1487	0.1884	0.2442	0.6169	0.0003	0.011	0.0199	0.03	0.0396	0.0504	0.0632	0.0748	0.0948	0.1211	0.2419	5.747	0.7667	1.2103	1.0382	0.2756	90818	528.01	4.574	1166	670	830	962	5.8604	1.47	2.3206	2.29	0.2803	90207	524.46	4.664	1116	673	842	941	0.9806	0.5216	0.453	0.9832	1.0068	1.0448	0.9955	0.9857	1.0223	fitch
Pf_189_PF00347_2	72	7	5	60	6.94	1.1757	0.0001	0.03	0.0666	0.1	0.1359	0.16	0.1948	0.2407	0.2932	0.3986	0.7341	0.0001	0.0262	0.0479	0.0742	0.0984	0.1246	0.1572	0.1919	0.2493	0.3153	0.7584	0.0002	0.0089	0.0189	0.0295	0.0402	0.0546	0.0707	0.0893	0.113	0.1488	0.3253	5.6518	2.6234	1.8979	1.6385	0.2726	48576	725.01	6.645	1094	556	741	905	5.733	5.8991	4.2677	4.01	0.2784	47420	707.76	6.74	993	559	761	939	0.9858	0.4447	0.4086	0.9792	1.0244	1.1017	0.9946	0.9737	0.9638	UPGMA
Pf_191_PF00486_1	79	8	5	66	6.33	1.3039	0.0003	0.02	0.0547	0.08	0.1086	0.14	0.1784	0.2176	0.2735	0.3392	0.7794	0.0004	0.0208	0.0416	0.06	0.0869	0.109	0.1377	0.1859	0.2265	0.2878	0.6102	0	0.0103	0.0218	0.0334	0.0442	0.0573	0.0727	0.0917	0.1131	0.1425	0.3203	5.32	2.7703	1.6294	1.3873	0.2551	55549	750.66	6.937	1178	734	899	1036	5.4026	8.2362	4.8444	4.8	0.2627	54030	730.14	7.044	1009	702	840	895	0.9847	0.3364	0.2893	0.9711	1.0281	1.1675	1.0456	1.0702	1.1575	UPGMA
Pf_194_PF01546_1	328	26	69	233	21.04	0.7335	0.0001	0.03	0.0603	0.09	0.1147	0.14	0.1819	0.2289	0.2701	0.3536	0.8588	0	0.0114	0.0249	0.0356	0.0497	0.0614	0.0773	0.093	0.1154	0.1551	0.3124	0	0.0056	0.0108	0.0164	0.0223	0.0294	0.0365	0.0468	0.0587	0.0811	0.2014	5.7148	0.4116	0.7650	0.7216	0.2734	173970	671.7	4.192	1074	689	793	877	5.7554	0.6808	1.2654	1.48	0.2733	174809	674.94	4.221	1125	632	730	824	0.9929	0.6046	0.4879	1.0004	0.9952	0.9547	1.0902	1.0863	1.0643	UPGMA
Pf_197_PF00297_1	200	84	23	93	11.5	0.7174	0.0009	0.03	0.0563	0.09	0.1251	0.14	0.1874	0.2262	0.2807	0.3531	0.5942	0.0005	0.0166	0.0283	0.0516	0.07	0.0879	0.1076	0.132	0.1684	0.2276	0.415	0	0.0076	0.0161	0.0245	0.0337	0.0431	0.0548	0.0674	0.0843	0.1096	0.2213	5.7862	0.611	1.1872	0.8491	0.2762	105699	597.17	4.151	1068	620	715	825	5.726	1.1475	2.2296	1.73	0.2763	105991	598.82	4.108	1067	730	868	1005	1.0105	0.5325	0.4908	0.9996	0.9972	1.0009	0.8493	0.8237	0.8209	UPGMA
Pf_201_PF04055_2	179	10	38	131	21.23	0.6526	0.0001	0.02	0.0366	0.06	0.0886	0.11	0.1447	0.1659	0.1959	0.2443	0.644	0	0.01	0.0184	0.0298	0.0449	0.0592	0.078	0.0991	0.1325	0.1633	0.3476	0	0.0086	0.0161	0.0239	0.0318	0.0402	0.0503	0.0627	0.0772	0.1006	0.2264	5.8646	0.3105	0.7291	0.6761	0.2821	98327	697.35	3.827	1200	614	756	919	6.0046	0.4459	1.0470	0.87	0.2858	97726	693.09	3.919	1145	589	719	889	0.9767	0.6963	0.7729	0.9871	1.0061	1.048	1.0424	1.0515	1.0337	fitch
Pf_202_PF00919_1	106	11	21	74	19.81	0.7025	0.0002	0.03	0.0574	0.08	0.1346	0.18	0.209	0.2632	0.3557	0.4617	1.4312	0.0001	0.0186	0.0314	0.0531	0.075	0.0983	0.1244	0.1495	0.186	0.2509	0.7329	0	0.0073	0.0146	0.0215	0.0294	0.0401	0.0508	0.0641	0.0798	0.11	0.2486	5.5174	0.4729	0.9582	0.8048	0.2646	59969	705.52	3.876	1162	722	867	986	5.5762	1.6888	3.4220	3.3	0.2647	59921	704.95	3.918	1150	732	927	1060	0.9895	0.2800	0.2436	0.9996	1.0008	1.0104	0.9863	0.9353	0.9302	UPGMA
Pf_204_PF01678_2	128	22	13	93	10.16	1.1693	0.0011	0.03	0.0602	0.09	0.1287	0.16	0.1955	0.2454	0.3097	0.4142	0.8705	0.0004	0.0159	0.037	0.0584	0.0822	0.1067	0.1403	0.178	0.235	0.3469	1.1297	0	0.0087	0.0179	0.0277	0.0389	0.0507	0.0649	0.0796	0.0981	0.1299	0.4098	5.8352	2.5813	1.8879	1.0954	0.2802	77636	675.1	6.823	1134	572	716	839	5.978	7.4115	5.4207	3.7	0.2958	77544	674.3	6.991	980	580	769	937	0.9761	0.3483	0.2962	0.9473	1.0012	1.1571	0.9862	0.9311	0.8954	fitch
