ID	length	GC_num	IC_num	goodC_num	IC%	TPR/FPRsum_min	TPR/FPRsum1	TPR/FPRsum2	TPR/FPRsum3	TPR/FPRsum4	TPR/FPRsum5	TPR/FPRsum6	TPR/FPRsum7	TPR/FPRsum8	TPR/FPRsum9	TPR/FPRsum_max	TPR_min	TPR_1	TPR_2	TPR_3	TPR_4	TPR_5	TPR_6	TPR_7	TPR_8	TPR_9	TPR_max	FPR_min	FPR_1	FPR_2	FPR_3	FPR_4	FPR_5	FPR_6	FPR_7	FPR_8	FPR_9	FPR_max	MEC	OLS	OLS/MD^2	FMC	fastmeC	newC	newC/nonIC_num	tree_length	MD	topo	jk30	jk50	jk70	division
F_086_PF00433_1	46	4	13	29	28.26	0	0.02	0.0679	0.11	0.1533	0.2	0.2585	0.3772	0.4805	0.6684	1.5392	0	0.0136	0.0329	0.0525	0.089	0.1349	0.1741	0.2136	0.3143	0.4042	0.7275	0	0	0.0046	0.0136	0.0259	0.0377	0.0546	0.0695	0.0893	0.1103	0.4095	4.249	0.3753	1.4025	1.0963	0.2062	34109	1033.61	2.198	0.5173	1211	619	763	898	good
F_087_PF01412_1	123	15	34	74	27.64	0.0034	0.05	0.1158	0.17	0.2085	0.28	0.3707	0.489	0.6521	0.8386	2.0856	0.0021	0.0239	0.0456	0.0747	0.0972	0.1235	0.1588	0.2044	0.2581	0.3247	0.6101	0	0.004	0.0093	0.0159	0.0233	0.0302	0.0392	0.0485	0.0602	0.0863	0.1988	5.0134	0.1024	0.5017	0.509	0.2396	56257	632.1	2.265	0.4518	1230	771	899	1000	good
F_088_PF01416_3	160	52	28	80	17.5	0.0002	0.03	0.0495	0.08	0.1063	0.13	0.16	0.2037	0.2526	0.3592	0.671	0.0002	0.0147	0.0267	0.0457	0.0571	0.0759	0.0981	0.1264	0.1637	0.2209	0.46	0	0.0072	0.0159	0.0237	0.0331	0.0437	0.0537	0.0653	0.0835	0.1108	0.2373	5.8254	0.5172	1.0365	0.8696	0.279	78525	594.89	4.115	0.7064	1189	633	789	899	good
F_089_PF00271_19	86	10	14	62	16.28	0.0011	0.02	0.0494	0.07	0.0977	0.12	0.1554	0.1779	0.2113	0.2755	0.7592	0.0003	0.0097	0.0232	0.0356	0.0505	0.0682	0.0824	0.1047	0.1329	0.1804	0.3215	0	0.0076	0.0143	0.022	0.0299	0.0384	0.0489	0.0617	0.0802	0.1032	0.2105	4.4982	0.8601	1.1371	0.8871	0.2152	68795	955.49	3.912	0.8697	1188	726	873	909	bad
F_091_PF01909_1	119	30	22	67	18.49	0.0008	0.03	0.0664	0.1	0.1404	0.17	0.2067	0.263	0.3344	0.45	0.9764	0.0007	0.0238	0.0465	0.069	0.0977	0.1277	0.1547	0.1934	0.2609	0.3327	0.7135	0.0001	0.0089	0.0188	0.0269	0.0383	0.0489	0.0636	0.0832	0.1064	0.1381	0.2792	5.25	0.6602	1.8388	1.3541	0.2507	64488	664.82	3.146	0.5992	1204	660	809	920	good
F_092_PF02212_1	92	0	34	58	36.96	0.0006	0.04	0.0648	0.09	0.1206	0.16	0.1936	0.2439	0.3493	0.4723	0.9883	0.0004	0.018	0.0333	0.0473	0.0647	0.0823	0.1058	0.1444	0.1918	0.2643	0.5567	0	0.0066	0.0147	0.0231	0.0308	0.0405	0.0502	0.0608	0.0732	0.0951	0.2443	4.6886	0.1871	0.9979	0.7658	0.2261	53130	916.03	2.03	0.433	1297	806	964	1050	good
F_093_PF00977_1	323	174	75	74	23.22	0.0003	0.04	0.0725	0.12	0.1548	0.2	0.2434	0.2837	0.351	0.5112	0.828	0.0001	0.0161	0.0305	0.0463	0.0659	0.0838	0.1084	0.1365	0.1718	0.2157	0.5185	0	0.0055	0.0108	0.0169	0.0227	0.0298	0.0371	0.0483	0.0624	0.0879	0.2122	5.6938	0.1182	0.9913	0.7143	0.2727	104693	422.15	1.966	0.3453	1120	653	763	847	good
F_094_PF00270_15	167	1	95	71	56.89	0.0004	0.02	0.0465	0.08	0.1125	0.14	0.1753	0.2203	0.2915	0.4376	0.948	0.0002	0.0091	0.0211	0.0359	0.0516	0.068	0.0981	0.1262	0.1687	0.2566	0.7752	0	0.0057	0.0119	0.0195	0.0275	0.0354	0.0449	0.0563	0.0744	0.1049	0.3682	5.005	0.0263	0.7701	1.3636	0.2407	43100	598.61	0.925	0.1848	1123	514	672	809	bad
F_095_PF01015_1	213	6	99	108	46.48	0.0004	0.03	0.0549	0.08	0.1112	0.14	0.1828	0.2314	0.3144	0.4955	1.7553	0.0001	0.0078	0.017	0.0262	0.037	0.0498	0.0604	0.0903	0.1195	0.1618	0.5149	0	0.004	0.0083	0.0126	0.0173	0.023	0.0308	0.0393	0.0503	0.0646	0.2601	4.2042	0.0255	0.4610	0.4986	0.2024	100407	880.76	0.989	0.2352	1200	727	853	939	good
F_100_PF01565_1	162	26	14	122	8.64	0.0001	0.03	0.0602	0.09	0.1377	0.18	0.225	0.269	0.3743	0.5139	0.932	0.0001	0.016	0.0297	0.0449	0.0624	0.0821	0.1044	0.1527	0.1982	0.2795	0.5144	0.0001	0.0059	0.0121	0.0197	0.027	0.0353	0.0452	0.0565	0.071	0.0927	0.1853	5.4824	0.6579	0.7050	0.5233	0.2615	93108	629.11	5.296	0.966	1237	796	974	1053	good
F_101_PF08264_1	167	9	50	108	29.94	0.0003	0.03	0.0551	0.08	0.11	0.15	0.1769	0.2116	0.2614	0.3435	0.8995	0.0001	0.0117	0.0207	0.032	0.0442	0.0595	0.0734	0.0973	0.1202	0.1881	0.4752	0	0.0062	0.0114	0.0168	0.0226	0.0295	0.0382	0.0474	0.0602	0.0817	0.2196	5.1772	0.1312	0.5835	0.5942	0.2488	88852	759.42	2.455	0.4742	1279	794	960	1099	good
F_102_PF00009_8	392	117	101	174	25.77	0.0019	0.02	0.0441	0.07	0.0988	0.12	0.1547	0.1933	0.2586	0.3741	0.8957	0.0006	0.0061	0.0167	0.0255	0.0342	0.0498	0.0638	0.0856	0.1186	0.1803	0.4192	0	0.0045	0.0092	0.0145	0.021	0.0283	0.0372	0.0464	0.0581	0.0753	0.1743	5.453	0.0728	0.4295	0.4864	0.261	157656	541.77	2.245	0.4117	1224	886	994	1043	good
F_103_PF13638_1	150	34	23	93	15.33	0.0005	0.03	0.0585	0.09	0.1224	0.15	0.1902	0.2271	0.2742	0.3336	0.5787	0.0002	0.0145	0.0295	0.0443	0.0574	0.0761	0.0947	0.1208	0.1484	0.1928	0.4856	0.0002	0.008	0.0142	0.021	0.0288	0.0367	0.0466	0.0589	0.0742	0.0976	0.2329	4.7964	0.6463	1.0839	0.9553	0.2286	108346	853.12	3.704	0.7722	1250	813	894	954	good
F_104_PF00005_10	150	0	57	93	38	0.0001	0.03	0.0693	0.1	0.1409	0.18	0.2136	0.2887	0.3638	0.4538	1.2442	0.0001	0.0164	0.0345	0.0522	0.0711	0.0903	0.1193	0.1492	0.1911	0.2466	0.5611	0.0002	0.0065	0.0136	0.0207	0.0286	0.0369	0.0464	0.0597	0.0739	0.0952	0.2267	5.3298	0.1238	0.7293	0.6624	0.2571	75078	807.29	2.196	0.412	1225	623	765	927	bad
F_106_PF00428_1	86	12	14	60	16.28	0.0005	0.03	0.0673	0.1	0.1353	0.17	0.211	0.2803	0.4016	0.5227	1.2207	0.0003	0.0295	0.0548	0.0857	0.115	0.146	0.1914	0.2484	0.3266	0.4457	0.818	0.0001	0.0104	0.0222	0.034	0.0457	0.0588	0.0746	0.0938	0.1213	0.1584	0.3214	5.201	0.6346	2.1650	1.8044	0.2517	50623	703.1	2.816	0.5414	1204	612	820	962	bad
F_107_PF01926_1	316	221	21	74	6.65	0.0017	0.03	0.0566	0.1	0.1345	0.17	0.2104	0.2568	0.3184	0.4117	0.7057	0.001	0.02	0.0394	0.0634	0.0894	0.123	0.1556	0.2115	0.2729	0.3721	0.8583	0	0.0093	0.0185	0.0276	0.0374	0.0504	0.0644	0.0843	0.119	0.1617	0.3746	5.8156	1.5747	1.7522	1.2022	0.2783	86151	292.04	5.513	0.948	1159	709	927	1064	good
F_108_PF00689_1	186	26	45	115	24.19	0.0005	0.03	0.0682	0.1	0.1168	0.14	0.1794	0.2155	0.2583	0.3773	0.9865	0.0003	0.0113	0.0246	0.0415	0.0532	0.0701	0.0838	0.1043	0.1322	0.1702	0.4424	0	0.0061	0.0123	0.0186	0.0257	0.0334	0.0418	0.0515	0.0635	0.0823	0.1681	4.8006	0.2064	0.5751	0.5041	0.2292	115785	821.17	2.876	0.5991	1231	895	977	1012	good
F_109_PF00227_9	210	19	52	139	24.76	0.0002	0.03	0.059	0.08	0.1114	0.14	0.1794	0.2416	0.3102	0.4196	0.966	0.0001	0.0103	0.0212	0.0302	0.0435	0.0558	0.0755	0.1026	0.1428	0.1836	0.6182	0	0.0046	0.0099	0.0153	0.021	0.0273	0.0356	0.0454	0.0587	0.0763	0.2009	4.5696	0.2052	0.5796	0.5192	0.218	141494	895.53	2.719	0.595	1234	919	1020	1092	good
F_110_PF00005_10	150	0	53	97	35.33	0.0011	0.03	0.068	0.1	0.1352	0.17	0.2076	0.2492	0.2942	0.39	0.8794	0.0005	0.0166	0.0384	0.0518	0.0685	0.0886	0.107	0.1355	0.17	0.2083	0.3753	0	0.006	0.0146	0.021	0.0307	0.0388	0.0485	0.0617	0.0769	0.1007	0.2176	5.2486	0.1354	0.8078	0.7459	0.2511	73778	760.6	2.149	0.4094	1263	819	966	1075	good
F_111_PF00176_6	316	11	151	154	47.78	0.0002	0.03	0.0502	0.08	0.1032	0.13	0.167	0.1957	0.2292	0.3062	0.8586	0	0.007	0.0147	0.0207	0.0289	0.0374	0.0461	0.0591	0.0758	0.099	0.2461	0	0.0036	0.0069	0.011	0.0155	0.0203	0.0258	0.0327	0.0421	0.0594	0.1601	4.9028	0.0263	0.2744	0.3466	0.2334	133194	807.24	1.518	0.3096	1303	942	1007	1081	good
F_112_PF00318_2	75	0	46	29	61.33	0	0	0.0221	0.09	0.1266	0.17	0.2061	0.2602	0.3579	0.4991	2.4739	0	0.0021	0.0194	0.0676	0.0923	0.1634	0.206	0.2554	0.3035	0.5021	1.0213	0	0.0004	0.004	0.0088	0.0197	0.0455	0.0766	0.1001	0.1256	0.2214	0.5882	5.3844	0.0392	2.5535	3.5661	0.2604	11710	403.79	0.667	0.1239	968	313	415	541	bad
F_115_PF00687_1	212	12	108	92	50.94	0.0019	0.03	0.0759	0.12	0.1578	0.2	0.2456	0.3056	0.3682	0.4761	2.1478	0.0007	0.0164	0.0289	0.0464	0.0622	0.0775	0.0994	0.1233	0.1564	0.1982	0.6754	0	0.0043	0.01	0.015	0.021	0.0288	0.0362	0.0459	0.0579	0.0784	0.2142	4.2574	0.0418	0.5687	0.622	0.2037	99684	958.5	1.154	0.2711	1315	823	905	981	good
F_116_PF00406_1	169	73	35	61	20.71	0.0002	0.02	0.049	0.08	0.1155	0.14	0.1748	0.2063	0.2457	0.302	0.4534	0	0.0103	0.0264	0.042	0.0631	0.0831	0.102	0.1223	0.1578	0.209	0.4972	0	0.005	0.0135	0.0236	0.0332	0.0425	0.055	0.0687	0.0857	0.1067	0.225	5.558	0.1875	0.9231	0.8021	0.2667	71996	537.28	2.505	0.4507	1211	725	952	1066	good
F_117_PF00153_34	91	8	42	41	46.15	0.0008	0.02	0.0564	0.09	0.1178	0.15	0.1875	0.2354	0.3016	0.4303	0.8546	0.0005	0.0175	0.0431	0.0703	0.0983	0.128	0.1663	0.2023	0.2676	0.358	0.7906	0.0003	0.0117	0.0223	0.0341	0.0475	0.0614	0.077	0.0957	0.1157	0.1482	0.3947	4.8804	0.2554	2.5821	2.6441	0.2359	34296	699.92	1.535	0.3145	1159	541	726	880	bad
F_118_PF01398_1	137	45	37	55	27.01	0.001	0.03	0.0676	0.09	0.1244	0.16	0.1992	0.2377	0.2937	0.3938	1.3992	0.0005	0.0159	0.0361	0.0514	0.0719	0.0917	0.1236	0.1433	0.1829	0.2671	0.5748	0	0.0072	0.0144	0.0225	0.0297	0.0388	0.0501	0.0639	0.0821	0.1109	0.2637	5.299	0.2584	0.9823	0.8141	0.2537	58690	586.9	2.718	0.5129	1216	703	843	980	good
F_119_PF03031_1	149	11	35	103	23.49	0.0008	0.03	0.0543	0.09	0.115	0.15	0.1756	0.207	0.2395	0.2979	0.6908	0.0008	0.0179	0.0308	0.0477	0.068	0.0859	0.109	0.1397	0.1776	0.2281	0.52	0	0.0079	0.0148	0.0225	0.0313	0.0414	0.0537	0.0708	0.0944	0.1345	0.3381	4.9756	0.656	1.5822	1.1912	0.2394	94265	826.89	3.204	0.6439	1273	821	966	1048	good
F_120_PF00454_1	251	0	135	116	53.78	0.001	0.02	0.0672	0.12	0.1593	0.22	0.271	0.3423	0.4165	0.5738	2.2191	0.0005	0.0066	0.0225	0.0427	0.0588	0.0739	0.095	0.1178	0.1545	0.2028	0.5054	0	0.0024	0.0086	0.0139	0.0196	0.0272	0.0334	0.0425	0.0523	0.0691	0.1417	4.606	0.0165	0.4092	0.3364	0.2202	84216	726	0.925	0.2008	1315	943	1048	1130	good
F_121_PF00962_1	408	175	113	120	27.7	0	0.02	0.0583	0.09	0.1278	0.18	0.2165	0.2622	0.3205	0.4124	0.9063	0	0.0084	0.0189	0.0335	0.0466	0.0616	0.0732	0.0956	0.118	0.1474	0.3678	0	0.0022	0.0078	0.0134	0.019	0.0245	0.0311	0.0386	0.0506	0.0657	0.1444	4.8132	0.0253	0.3605	0.3317	0.2304	158249	536.44	1.275	0.2649	1330	955	1059	1130	good
F_122_PF00248_2	407	133	57	217	14	0.0017	0.04	0.0658	0.09	0.1217	0.16	0.1936	0.2276	0.262	0.326	0.5522	0.0007	0.0134	0.0264	0.0383	0.0498	0.0641	0.082	0.097	0.1213	0.1624	0.2882	0.0001	0.0049	0.0095	0.0159	0.0225	0.0297	0.0381	0.0511	0.0652	0.087	0.1832	5.3704	0.5238	0.6094	0.5551	0.2566	228948	654.14	4.979	0.9271	1244	889	981	1044	good
F_123_PF00999_1	438	108	134	196	30.59	0.0005	0.03	0.0707	0.11	0.1523	0.2	0.2576	0.3148	0.4228	0.5064	1.4099	0.0002	0.0094	0.0162	0.0267	0.0363	0.0515	0.0693	0.1015	0.1383	0.1754	0.369	0	0.0033	0.0078	0.0108	0.0141	0.0184	0.0239	0.0301	0.0406	0.0584	0.1373	4.8412	0.0504	0.3035	0.287	0.2303	236679	778.55	1.973	0.4075	1345	1046	1088	1110	good
F_124_PF01916_1	334	76	116	142	34.73	0.0008	0.02	0.059	0.1	0.1353	0.17	0.2023	0.2532	0.3022	0.3661	0.9169	0.0003	0.0059	0.0168	0.026	0.0363	0.0491	0.0602	0.0733	0.1003	0.1414	0.3044	0	0.0039	0.0076	0.0118	0.0163	0.0211	0.0274	0.0337	0.0434	0.0596	0.1273	5.0106	0.0326	0.2842	0.2695	0.2393	163338	749.26	1.697	0.3387	1299	928	1039	1107	good
F_125_PF00004_8	132	1	71	60	53.79	0	0.01	0.045	0.08	0.1007	0.12	0.1737	0.2106	0.2573	0.3316	1.0544	0	0.004	0.0241	0.0396	0.0496	0.0681	0.086	0.1164	0.1543	0.2084	0.6743	0	0.0008	0.0062	0.0164	0.0279	0.0371	0.0473	0.0579	0.077	0.104	0.3315	5.1212	0.0551	1.2785	0.9819	0.2469	41136	674.36	1.063	0.2076	1247	695	800	892	good
F_126_PF04900_1	136	66	3	67	2.21	0.0005	0.04	0.0847	0.13	0.165	0.23	0.291	0.3577	0.4918	0.6552	1.4304	0.0002	0.0129	0.0288	0.0507	0.0758	0.0999	0.1314	0.1692	0.2267	0.3353	0.6209	0	0.0036	0.0102	0.0169	0.0234	0.0325	0.0417	0.0522	0.0664	0.0863	0.1928	5.3508	0.9078	0.6460	0.5175	0.2555	84660	636.54	6.343	1.1854	1134	605	719	827	bad
F_127_PF04003_2	115	9	9	97	7.83	0.0003	0.04	0.0717	0.1	0.1281	0.18	0.2239	0.2725	0.3139	0.3821	0.7933	0.0003	0.0103	0.0275	0.0454	0.0571	0.0752	0.0941	0.1221	0.1534	0.1992	0.4758	0	0.0038	0.009	0.0149	0.0216	0.0288	0.0379	0.0503	0.0671	0.0908	0.1959	4.8132	0.6983	0.7553	0.5524	0.2299	99063	934.56	4.628	0.9615	1236	810	942	1011	good
F_129_PF08240_1	134	42	18	74	13.43	0.0008	0.03	0.063	0.09	0.1261	0.16	0.1984	0.2587	0.3416	0.5073	1.5305	0.0003	0.0125	0.0312	0.0483	0.0657	0.0839	0.1091	0.1499	0.2106	0.2829	1.0231	0.0001	0.0063	0.0144	0.0224	0.0314	0.0404	0.0488	0.0599	0.0752	0.0993	0.2695	6.3532	0.2505	1.5910	0.8266	0.3078	37216	320.83	2.521	0.3968	1099	410	558	706	bad
F_132_PF03367_1	173	14	44	115	25.43	0.0011	0.04	0.0759	0.11	0.1615	0.2	0.2543	0.3055	0.3813	0.4807	1.1559	0.0003	0.02	0.0328	0.0524	0.0742	0.0947	0.1233	0.1491	0.1917	0.2392	0.5035	0	0.0058	0.0118	0.0179	0.0256	0.0334	0.0415	0.0517	0.0655	0.0889	0.1672	5.012	0.2151	0.5987	0.5194	0.2394	106958	829.13	3.004	0.5994	1270	840	982	1066	good
F_133_PF05916_2	197	94	19	84	9.64	0.0002	0.04	0.0744	0.11	0.1452	0.2	0.2497	0.2972	0.3663	0.4915	0.7666	0.0001	0.0196	0.0364	0.0528	0.0735	0.0925	0.1189	0.1503	0.183	0.2358	0.4968	0	0.0064	0.0132	0.0196	0.0276	0.036	0.0455	0.0576	0.0705	0.0887	0.1822	4.6102	0.699	0.7003	0.5267	0.2207	145601	817.98	4.606	0.9991	1257	987	1074	1127	good
F_134_PF01798_2	149	0	65	84	43.62	0.0017	0.04	0.0752	0.11	0.1541	0.21	0.2679	0.3648	0.5074	0.6908	1.1975	0.0005	0.0162	0.0347	0.0506	0.0698	0.0957	0.1266	0.1708	0.2292	0.2965	0.5599	0	0.0052	0.0108	0.0173	0.0242	0.0313	0.0407	0.0514	0.0626	0.0829	0.2814	4.8132	0.0783	0.6410	0.5868	0.2312	68504	815.52	1.682	0.3495	1219	844	941	1001	good
F_135_PF01008_1	371	116	22	233	5.93	0.0006	0.05	0.0893	0.13	0.1684	0.22	0.2663	0.3155	0.3843	0.5085	1.3336	0.0003	0.015	0.0314	0.0478	0.0646	0.0895	0.1073	0.1345	0.1731	0.216	0.4047	0	0.0049	0.0096	0.0161	0.0217	0.0283	0.0367	0.0449	0.0555	0.0747	0.1935	5.1408	0.6285	0.6224	0.3933	0.2467	238089	682.2	5.166	1.0049	1224	984	1050	1079	good
F_136_PF04851_2	162	2	69	91	42.59	0	0.03	0.0685	0.1	0.1377	0.19	0.2397	0.2926	0.4101	0.5585	2.0988	0	0.0089	0.0204	0.0419	0.0617	0.0866	0.1094	0.1576	0.2023	0.2662	0.8468	0	0.0046	0.0094	0.016	0.021	0.0287	0.0394	0.0513	0.0678	0.0933	0.3371	5.2416	0.0903	0.9451	1.1025	0.2528	70814	761.44	1.62	0.3091	1234	666	783	834	bad
F_137_PF01556_3	85	11	10	64	11.76	0.0001	0.03	0.0611	0.08	0.1075	0.14	0.1676	0.2105	0.2669	0.4293	0.8994	0.0001	0.0161	0.0299	0.0497	0.068	0.0843	0.1125	0.1393	0.1844	0.276	0.6399	0.0001	0.0085	0.0157	0.0247	0.0346	0.044	0.0554	0.0678	0.083	0.1086	0.2627	4.8972	0.7315	1.4421	0.944	0.2338	55244	736.59	3.488	0.7122	1178	673	872	982	good
F_138_PF00009_5	207	0	137	70	66.18	0.0002	0.05	0.1046	0.18	0.2202	0.27	0.3563	0.4525	0.702	0.9832	1.8564	0.0001	0.0154	0.0329	0.0516	0.0757	0.102	0.15	0.1822	0.2333	0.2975	0.6809	0.0001	0.0039	0.0079	0.0123	0.017	0.0223	0.0289	0.0374	0.0497	0.0706	0.1961	4.6536	0.0116	0.4159	0.4829	0.2242	61908	884.4	0.777	0.167	1289	774	904	1021	good
F_139_PF00956_1	321	67	81	173	25.23	0.0005	0.05	0.0947	0.14	0.1865	0.24	0.2977	0.3587	0.4636	0.6088	1.5109	0.0002	0.0188	0.0346	0.0468	0.0626	0.0826	0.1034	0.1338	0.1673	0.2177	0.3997	0.0002	0.0041	0.0092	0.0145	0.0193	0.0251	0.0312	0.0399	0.0497	0.0648	0.1874	5.271	0.1546	0.4725	0.3603	0.252	150904	628.77	3.015	0.572	1218	816	943	1029	good
F_140_PF00293_3	136	23	27	86	19.85	0.0002	0.03	0.0623	0.09	0.1132	0.14	0.1652	0.2042	0.2686	0.3561	0.7708	0	0.0174	0.0359	0.0564	0.0759	0.0966	0.1277	0.156	0.2038	0.265	0.5878	0.0001	0.0086	0.0169	0.026	0.0372	0.048	0.0608	0.078	0.0994	0.1253	0.2941	5.4194	0.5502	1.3250	1.2366	0.2589	68760	630.83	3.492	0.6444	1193	879	1010	1045	good
F_141_PF08240_1	132	3	75	54	56.82	0	0.02	0.0594	0.09	0.1215	0.15	0.187	0.236	0.2823	0.3697	1.0583	0	0.0123	0.0394	0.061	0.084	0.0992	0.1306	0.1756	0.2154	0.2918	0.7633	0	0.0046	0.0162	0.0273	0.0385	0.0474	0.0619	0.0803	0.1012	0.136	0.3729	5.5706	0.0443	1.6272	2.0669	0.2706	23982	420.74	0.919	0.165	1097	532	721	883	bad
F_142_PF02801_1	124	22	33	69	26.61	0	0.04	0.0759	0.12	0.1641	0.21	0.2641	0.3269	0.4106	0.5582	1.412	0	0.0252	0.0445	0.0715	0.1007	0.1274	0.163	0.191	0.2417	0.33	0.6324	0	0.0074	0.0157	0.0237	0.031	0.0411	0.054	0.0661	0.0859	0.1177	0.2464	5.5454	0.2174	1.3513	0.9667	0.2659	47097	517.55	2.224	0.4011	1197	570	845	963	bad
F_143_PF01896_1	321	95	53	173	16.51	0.0002	0.02	0.0536	0.09	0.1163	0.15	0.1969	0.2366	0.3246	0.7409	1.8278	0.0001	0.0096	0.0217	0.0332	0.047	0.0636	0.0872	0.1315	0.2074	0.296	0.5644	0.0001	0.0054	0.0103	0.0166	0.0229	0.0298	0.0389	0.0502	0.0651	0.0839	0.1946	5.2612	0.3008	0.5318	0.4051	0.2517	153287	571.97	3.957	0.7521	1309	941	1051	1082	good
F_144_PF00006_3	221	2	190	29	85.97	0	0	0.0153	0.11	0.1547	0.22	0.3135	0.4147	0.5876	0.9486	20.1702	0	0.0006	0.0118	0.0687	0.0925	0.1463	0.1745	0.2073	0.2553	0.3696	1.007	0	0	0.0003	0.001	0.0054	0.033	0.0489	0.072	0.1015	0.1296	0.3744	4.4296	0.0037	1.5285	1.4457	0.2131	23514	758.52	0.218	0.0492	1226	534	718	842	bad
F_147_PF01233_1	177	18	41	118	23.16	0.0007	0.02	0.0522	0.07	0.0984	0.14	0.1742	0.2033	0.2419	0.3011	0.7821	0.0003	0.0107	0.022	0.0358	0.0525	0.0707	0.0889	0.1149	0.1393	0.195	0.4594	0	0.0055	0.0115	0.0191	0.0262	0.035	0.0482	0.0619	0.0809	0.1158	0.2321	4.9252	0.3085	0.9324	0.7746	0.236	100774	740.99	2.833	0.5752	1231	896	1008	1075	good
F_148_PF13414_4	100	36	6	58	6	0.0014	0.04	0.0601	0.09	0.1162	0.14	0.1677	0.1983	0.2516	0.3362	0.7628	0.001	0.0272	0.0467	0.0649	0.0891	0.1137	0.1411	0.1914	0.2415	0.3163	0.5623	0.0001	0.0099	0.02	0.0317	0.0422	0.0564	0.072	0.0905	0.1218	0.1623	0.3406	5.173	3.3837	2.3180	1.7244	0.2515	55967	595.39	6.25	1.2082	1113	602	720	838	bad
F_149_PF00149_6	206	3	115	88	55.83	0.0011	0.02	0.0558	0.11	0.144	0.18	0.2209	0.2667	0.3166	0.3851	0.7589	0.0001	0.008	0.0195	0.0298	0.0427	0.0552	0.0652	0.0868	0.1232	0.1855	0.6492	0	0.0034	0.0071	0.0111	0.015	0.022	0.0291	0.0381	0.0524	0.0796	0.3643	3.8486	0.0302	0.4112	0.9422	0.1855	91568	1006.24	1.043	0.271	1224	594	791	922	good
F_150_PF00664_1	292	20	68	204	23.29	0.0001	0.03	0.06	0.09	0.1215	0.15	0.1995	0.241	0.2929	0.401	1.0521	0	0.0078	0.0156	0.0256	0.0353	0.0459	0.06	0.08	0.0985	0.1332	0.3136	0	0.004	0.0076	0.012	0.0164	0.0213	0.028	0.0349	0.0435	0.0573	0.1385	5.1688	0.0872	0.2697	0.2082	0.2476	175484	783.41	2.939	0.5686	1328	1022	1101	1159	good
F_151_PF14327_1	89	8	3	78	3.37	0.0001	0.03	0.0672	0.09	0.1178	0.15	0.1923	0.2283	0.2795	0.4151	1.1451	0	0.0148	0.0283	0.0438	0.0592	0.0763	0.1018	0.129	0.1632	0.2208	0.4584	0	0.0066	0.0134	0.02	0.0278	0.0357	0.0456	0.0569	0.0708	0.0941	0.2243	5.5482	0.5206	0.7240	0.662	0.2648	56079	652.08	4.705	0.848	1208	716	906	995	good
F_152_PF08676_1	186	74	23	89	12.37	0.0012	0.03	0.0547	0.08	0.1103	0.14	0.1816	0.2205	0.2651	0.3296	0.9841	0.0008	0.0176	0.0317	0.0455	0.067	0.0874	0.1076	0.1434	0.1835	0.2694	0.499	0	0.0082	0.0166	0.0257	0.0353	0.0473	0.0592	0.0735	0.0924	0.12	0.2292	5.4768	0.6943	1.1744	0.9225	0.263	101669	623.74	4.211	0.7689	1240	775	914	987	good
F_154_PF03144_1	68	0	49	19	72.06	0.0002	0.01	0.0253	0.08	0.1052	0.14	0.1687	0.2056	0.2641	0.3464	1.2061	0.0003	0.0093	0.0288	0.1071	0.1365	0.1503	0.1872	0.265	0.3229	0.453	0.8996	0	0.0046	0.0123	0.055	0.0684	0.0801	0.1036	0.1437	0.1664	0.213	0.4646	5.215	0.0538	4.5034	3.954	0.2568	11634	612.32	0.57	0.1093	1045	294	504	674	bad
F_155_PF00125_4	75	0	63	12	84	0	0	0	0	0	0.06	0.9127	2.2858	3.2778	3.2823	11.6653	0	0	0	0	0	0.0191	0.132	0.2062	0.2563	0.4474	1.0722	0	0	0	0	0	0	0.0013	0.0047	0.0108	0.0139	0.1291	3.7212	0.0012	0.4370	0.2259	0.1765	9352	779.33	0.195	0.0524	948	328	491	588	bad
F_156_PF01008_1	379	120	20	239	5.28	0.0001	0.04	0.0824	0.12	0.1615	0.22	0.3114	0.3953	0.4976	0.6762	1.3564	0	0.0124	0.0272	0.0493	0.07	0.0922	0.1223	0.181	0.2289	0.3089	0.5037	0	0.0048	0.0094	0.0152	0.0206	0.0261	0.0332	0.0434	0.058	0.0872	0.2266	5.3844	0.6106	0.6031	0.3986	0.2577	235583	656.22	5.418	1.0062	1290	1011	1097	1160	good
F_157_PF04810_1	40	0	17	23	42.5	0	0	0	0.03	0.0983	0.17	0.2536	0.3255	0.4555	0.6809	1.8225	0	0	0	0.0157	0.0406	0.0864	0.1174	0.2037	0.2776	0.3561	1.0353	0	0	0	0	0.0043	0.0189	0.0314	0.053	0.0731	0.1105	0.2888	4.9154	0.1879	1.6945	0.7234	0.2358	17374	755.39	1.637	0.333	1024	395	529	651	bad
F_159_PF00270_2	172	0	117	55	68.02	0	0.02	0.0374	0.06	0.0865	0.11	0.1393	0.1759	0.2144	0.3169	0.8195	0	0.0059	0.0179	0.0325	0.0414	0.0543	0.0704	0.0961	0.12	0.1684	0.8695	0	0.0033	0.0099	0.0202	0.026	0.0319	0.045	0.0574	0.0766	0.1085	0.3749	4.8076	0.0184	1.1535	1.4674	0.2337	38300	696.36	0.607	0.1263	1208	614	761	903	good
